Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
35,303,2,3,6,4,0,1,0,3,5,3,1,5,5,5,5,4,3,3,3,3,2,4,3,3,0,0,292
2190,1049,1,3,6,0,1,2,1,2,4,4,2,5,5,5,5,2,2,1,4,2,2,4,2,1,0,0,195
2564,307,1,1,6,1,1,2,0,3,1,4,1,5,4,4,5,3,4,1,3,1,1,4,2,0,0,0,152
563,196,2,3,6,2,2,1,2,2,4,4,1,5,5,5,4,3,2,1,3,1,3,4,3,2,1,4,292
1882,351,1,3,6,5,2,1,2,2,1,4,1,5,4,5,5,5,2,3,4,2,2,5,2,1,0,0,292
964,294,2,2,6,4,2,1,0,3,1,3,1,4,4,4,4,4,1,1,2,1,1,3,2,2,0,0,47
2020,656,2,2,6,1,1,2,4,2,1,1,2,4,4,3,4,4,1,1,3,1,1,3,4,1,0,0,292
1925,452,2,3,6,1,1,0,0,2,1,5,2,3,3,4,5,5,2,2,2,1,1,5,5,1,0,0,292
2599,376,2,3,6,0,0,2,0,3,3,3,5,5,5,3,5,4,1,4,5,1,4,4,5,0,0,0,292
571,295,2,3,6,3,2,0,2,1,4,4,2,3,5,5,4,1,2,2,2,2,3,2,3,2,1,2,292
2575,328,2,0,6,0,2,0,2,3,1,2,1,1,2,2,2,3,1,1,3,1,1,2,3,0,0,0,292
883,131,2,3,6,1,2,1,2,2,4,2,4,3,4,4,5,4,2,2,5,2,4,4,3,2,0,1,59
1950,529,2,3,6,0,1,2,1,2,5,5,5,5,5,3,5,3,4,1,1,4,1,1,1,1,0,0,292
2094,835,1,3,6,2,2,1,0,2,1,5,1,5,5,5,4,4,2,1,4,4,4,4,3,1,0,0,292
2610,413,2,3,6,0,1,0,1,2,1,5,2,5,4,5,5,4,3,1,3,2,2,3,2,0,0,2,292
2162,973,1,2,6,5,3,1,0,2,1,4,1,5,4,4,5,5,1,1,1,1,1,1,1,1,0,0,292
1338,1108,2,2,6,2,2,0,2,2,2,5,1,5,5,5,5,2,2,3,1,1,1,5,5,2,0,0,292
975,323,2,3,6,1,2,2,1,3,3,4,1,4,3,3,3,4,3,1,3,1,3,3,2,2,0,1,292
2340,1386,1,3,6,5,2,2,0,3,1,2,1,4,4,5,5,5,3,1,1,1,1,1,3,1,0,0,173
739,1156,2,3,6,1,1,0,2,2,1,4,1,3,4,3,3,5,4,2,5,1,3,3,3,2,1,1,292
1255,913,1,3,6,2,2,0,2,2,4,4,1,5,5,5,3,4,1,1,2,2,2,4,3,2,0,0,288
398,395,2,3,6,2,3,0,2,3,3,5,1,5,5,5,4,3,4,1,5,3,2,4,2,2,2,3,292
2825,903,2,0,6,2,3,0,0,2,5,4,1,5,5,4,5,2,2,1,1,1,1,4,4,0,0,0,292
1050,543,1,0,6,2,2,1,1,2,1,1,1,4,1,4,3,4,1,2,3,3,4,4,4,2,0,0,271
1921,447,2,2,6,1,2,1,0,2,1,4,1,5,3,5,4,5,1,1,1,1,1,4,4,1,0,0,292
2883,1013,2,2,6,1,1,0,1,1,1,5,3,5,5,5,4,3,3,1,4,1,2,4,3,0,0,0,292
2478,1534,2,2,6,1,3,1,0,3,1,3,2,4,5,3,5,5,1,1,3,3,5,4,4,0,1,1,161
720,1054,2,3,6,5,2,2,3,2,1,3,2,4,5,5,4,4,5,4,3,5,4,4,3,2,1,3,75
2370,1453,2,3,6,0,1,2,2,3,1,1,4,4,4,5,4,2,3,5,5,4,4,4,3,1,0,0,292
256,599,2,0,6,5,2,1,2,3,1,3,3,5,5,5,5,4,1,2,4,3,3,3,3,2,4,3,292
116,777,1,2,6,0,0,2,0,3,1,4,1,4,4,3,4,4,1,2,3,1,1,2,3,3,0,0,292
162,1102,2,2,6,5,3,2,0,3,4,4,1,5,5,5,5,3,1,1,1,1,1,5,2,3,0,0,243
962,291,2,3,6,5,2,1,3,2,1,4,2,5,4,5,5,5,1,1,1,1,4,5,4,2,0,0,47
1837,218,2,0,6,3,1,0,0,3,2,3,2,4,4,4,5,5,1,3,2,3,4,4,5,1,0,0,292
1923,449,1,2,6,5,2,1,2,2,1,4,1,4,4,5,4,5,4,1,1,1,3,3,3,1,0,1,217
988,352,1,3,6,1,2,2,2,2,2,4,2,5,3,4,5,4,2,1,4,3,3,3,3,2,0,0,292
2083,800,2,3,6,1,3,0,0,2,2,4,2,2,4,3,4,4,1,1,1,1,2,4,4,1,0,0,203
2267,1254,1,3,6,4,3,0,0,1,1,2,1,4,4,5,3,3,4,1,3,3,2,4,3,1,0,0,185
2100,851,2,3,6,4,3,2,3,3,1,4,1,4,4,3,4,5,2,4,4,1,1,4,2,1,0,0,292
1448,1335,2,1,6,1,2,1,0,2,4,5,2,4,5,5,5,3,2,1,4,3,2,4,2,2,0,0,292
519,1465,2,3,6,1,3,0,1,2,4,4,4,4,4,4,2,4,4,2,2,2,2,4,2,2,2,2,89
570,293,2,3,6,0,2,1,2,3,1,1,1,5,5,4,5,5,1,1,4,1,4,4,4,2,1,0,87
1868,312,2,3,6,2,2,0,0,3,2,5,1,4,2,3,5,4,2,1,1,1,1,5,3,1,0,0,292
603,546,1,3,6,3,2,1,2,2,4,4,2,5,5,4,3,3,5,1,5,4,3,3,2,2,1,1,292
1653,379,2,3,6,1,2,1,2,2,1,4,2,5,5,5,5,5,4,1,2,3,2,4,3,1,1,1,292
1474,1397,1,3,6,1,1,1,3,2,2,5,1,2,1,3,5,5,1,1,1,1,2,5,5,2,0,4,263
2368,1446,2,2,6,2,3,0,0,2,1,2,1,5,3,5,5,3,3,2,5,1,3,5,5,1,0,0,292
800,1387,1,3,6,5,3,2,2,2,2,4,1,4,5,5,4,4,1,1,1,1,1,5,4,2,1,1,292
181,1208,1,2,6,0,0,0,0,3,1,5,3,4,4,4,5,5,2,2,3,3,2,2,4,3,0,0,292
574,338,2,3,6,1,2,0,1,2,1,3,1,5,5,5,5,5,1,1,5,1,1,5,5,2,1,2,292
973,320,1,0,6,2,2,1,0,3,1,2,1,5,5,5,5,5,3,1,1,1,2,5,4,2,0,0,292
1387,1215,2,0,6,2,2,1,0,2,1,2,1,5,4,5,5,5,1,1,4,1,4,5,5,2,0,0,292
294,244,2,0,6,5,2,1,1,3,1,1,3,5,5,5,5,1,2,1,2,1,1,5,4,2,3,3,119
2220,1127,2,1,6,5,2,0,0,3,3,4,1,4,4,4,5,4,4,3,4,3,3,4,3,1,0,0,292
2435,377,2,2,6,0,3,1,2,2,4,4,2,3,4,4,4,4,2,3,2,2,2,3,2,0,2,2,292
1007,407,1,0,6,5,2,1,0,2,2,5,1,4,3,4,5,5,3,1,1,1,1,3,3,2,0,0,292
1862,292,2,2,6,1,2,1,2,2,1,1,4,5,4,5,5,4,1,4,4,2,3,2,4,1,0,0,292
2806,871,1,2,6,1,1,2,0,2,1,5,1,5,4,4,4,4,1,1,1,1,1,3,4,0,0,0,292
993,369,1,2,6,3,3,0,0,2,4,3,2,5,5,4,4,2,3,1,1,1,1,2,1,2,0,0,292
2764,789,2,2,6,1,1,2,1,3,1,4,1,5,4,4,4,4,2,1,3,2,2,4,4,0,0,0,136
1647,289,2,3,6,5,3,2,2,3,2,2,1,4,4,3,4,4,2,1,1,1,1,1,4,1,1,0,292
2605,392,2,0,6,0,0,0,0,2,2,3,3,4,4,5,5,5,1,1,2,2,2,4,4,0,0,0,292
1278,943,2,3,6,1,2,2,0,1,3,4,3,5,5,4,5,3,2,1,1,1,1,3,4,2,0,0,292
38,322,2,2,6,1,0,2,0,2,1,4,1,5,5,5,5,3,5,1,2,1,3,5,3,3,0,0,95
3139,96,2,3,6,5,3,0,2,2,3,4,2,4,3,3,5,4,1,2,2,2,2,4,3,0,0,0,292
1580,353,2,2,6,1,2,1,1,2,4,4,2,3,3,3,1,2,4,3,3,2,4,2,4,1,4,4,292
1146,710,2,2,6,1,2,1,2,3,1,5,1,4,4,5,5,5,2,1,2,3,1,3,4,2,0,0,292
2616,453,2,2,6,1,1,0,0,2,2,4,2,4,3,2,5,4,1,2,2,2,1,2,4,0,0,0,292
929,229,2,1,6,5,2,1,2,2,1,3,1,3,1,3,3,3,1,1,3,1,2,2,2,2,0,0,53
1080,593,2,3,6,3,3,0,3,1,5,5,4,4,5,4,5,1,5,1,3,1,1,4,2,2,0,0,292
1421,1276,1,3,6,0,3,2,0,2,4,4,4,5,5,5,5,3,1,1,4,4,3,5,4,2,0,0,292
2558,281,2,2,6,1,1,2,0,2,4,4,1,5,4,2,5,4,1,4,4,3,4,3,4,0,0,0,292
1012,420,1,3,6,5,2,0,0,2,1,4,1,4,5,5,4,4,5,3,5,4,5,5,3,2,0,0,292
149,1018,2,0,6,1,0,2,0,2,1,2,1,4,4,5,3,3,1,3,1,2,3,3,5,3,0,0,292
225,1438,2,0,6,3,0,0,0,2,2,2,2,5,2,4,5,5,1,2,4,2,4,4,4,3,0,0,292
3001,1280,2,3,6,1,1,0,1,2,3,5,2,5,5,4,5,3,4,1,2,1,3,3,5,0,0,1,292
961,288,2,2,6,0,3,2,0,2,3,3,2,3,3,3,2,3,2,1,1,1,1,1,2,2,0,0,48
300,341,2,3,6,0,3,0,3,2,1,4,1,5,5,5,4,3,4,2,4,1,2,4,3,2,3,4,292
1145,708,1,3,6,1,2,1,2,3,4,4,4,5,5,4,5,2,2,1,5,5,4,3,2,2,0,0,292
1886,372,2,3,6,4,2,0,1,3,1,2,1,2,2,2,2,2,1,1,2,3,1,2,3,1,0,0,292
2445,443,1,2,6,1,2,2,1,2,3,1,1,4,3,4,2,3,1,2,4,1,2,4,4,0,1,1,292
3110,1535,1,3,6,0,0,2,0,2,4,5,3,4,4,3,4,2,1,1,1,3,2,4,5,0,0,0,292
1004,404,1,3,6,5,2,1,0,3,4,4,2,5,2,3,5,2,2,2,1,2,1,1,1,2,0,0,255
932,232,2,3,6,0,1,2,2,3,2,5,1,5,4,5,5,4,4,1,1,1,1,4,5,2,0,0,52
95,624,1,0,6,5,2,1,0,3,1,4,1,4,3,3,5,3,3,2,2,2,2,4,4,3,0,0,292
1958,538,2,3,6,2,1,2,1,2,1,2,1,4,5,5,3,2,1,3,1,1,4,2,5,1,0,0,292
2562,302,1,2,6,1,3,0,0,1,2,2,3,4,3,4,3,4,3,4,4,4,4,4,5,0,0,0,153
1914,432,2,3,6,5,2,1,2,3,2,5,2,5,3,4,5,5,3,3,1,1,1,3,4,1,0,0,292
1847,250,1,0,6,0,2,1,0,2,1,1,3,3,1,3,3,2,1,3,2,2,3,2,3,1,0,0,292
2617,454,1,3,6,1,1,0,0,2,1,4,2,5,4,4,4,2,2,2,4,4,2,2,4,0,0,0,292
1427,1298,1,0,6,0,2,1,1,3,4,3,2,5,4,3,5,4,2,1,1,1,1,4,4,2,0,0,292
1749,1428,1,1,6,0,3,1,2,2,4,4,2,4,4,4,4,2,2,2,4,4,2,3,4,1,1,0,292
2594,367,1,2,6,4,1,1,0,2,2,5,1,5,5,5,5,5,1,4,1,1,1,4,1,0,0,0,292
43,357,1,3,6,2,3,2,0,3,1,4,3,5,5,5,5,2,3,1,4,4,3,4,3,3,0,0,93
438,749,2,2,6,0,3,1,3,2,1,4,4,4,3,3,5,2,4,4,4,4,4,2,4,2,2,3,292
1339,1109,2,1,6,0,3,0,2,3,4,5,2,5,5,2,5,4,2,1,4,3,1,4,1,2,0,2,292
1294,979,1,3,6,2,3,0,0,2,4,4,1,5,4,4,3,2,3,1,4,1,1,2,3,2,0,0,292
944,246,1,0,6,2,2,1,0,3,1,5,1,4,4,5,3,4,1,3,1,1,5,1,5,2,0,0,51
3118,15,1,3,6,3,3,0,0,2,1,4,2,5,4,4,5,5,2,1,2,2,3,4,4,0,0,0,292
2133,923,1,3,6,0,3,1,0,3,4,2,4,4,5,4,5,4,1,2,2,2,4,4,2,1,0,0,292
2552,266,2,0,6,3,1,2,1,2,1,4,1,4,5,4,5,4,3,3,4,1,4,4,2,0,0,0,292
2122,905,2,2,6,1,3,0,0,2,4,3,3,4,4,1,4,1,4,3,4,3,3,3,3,1,0,0,292
2182,1027,2,2,6,1,3,2,0,1,2,4,3,4,4,3,5,5,2,2,2,1,3,4,4,1,0,0,292
1690,806,2,3,6,1,2,1,1,2,5,4,3,2,5,1,5,4,3,1,2,2,1,4,3,1,1,0,238
1883,354,2,0,6,5,3,1,0,1,1,1,1,3,1,1,5,5,3,1,1,1,1,3,3,1,0,0,292
2601,388,2,3,6,3,1,2,0,2,4,5,1,4,4,1,5,1,3,1,1,1,1,5,3,0,0,0,292
2607,397,2,0,6,5,3,2,1,2,1,4,1,5,3,4,5,4,1,2,3,1,2,3,2,0,0,0,292
2194,1057,2,3,6,2,1,2,2,2,3,5,2,4,5,3,3,3,2,1,3,1,1,4,3,1,0,0,292
2096,839,1,3,6,2,3,0,0,2,4,4,3,3,4,4,3,4,2,1,1,1,1,3,1,1,0,0,292
977,330,2,3,6,2,2,0,2,2,1,4,1,3,4,4,4,4,1,3,3,4,4,3,4,2,0,0,292
579,365,2,3,6,2,2,1,2,3,4,4,1,4,4,4,5,4,1,2,1,1,2,4,4,2,1,2,292
1863,296,2,3,6,3,2,1,2,3,3,4,1,5,5,5,5,1,1,1,1,1,1,5,1,1,0,0,223
2251,1220,2,0,6,1,3,1,1,2,1,2,1,5,3,5,5,5,1,3,3,1,2,3,5,1,0,0,187
42,335,1,2,6,0,3,0,0,3,2,4,2,5,5,5,5,5,1,1,2,1,2,4,1,3,0,0,292
1845,243,2,3,6,0,3,2,0,3,4,4,3,4,4,4,3,2,1,2,2,3,3,2,3,1,0,0,292
2813,887,2,3,6,1,1,2,2,2,2,2,2,1,1,1,1,2,3,3,3,3,2,3,3,0,0,0,292
1009,410,2,3,6,1,3,0,0,2,4,4,4,5,5,5,5,4,2,1,1,1,1,4,1,2,0,0,262
2499,117,2,0,6,1,3,2,0,2,1,1,1,2,1,1,1,2,1,4,3,1,1,3,2,0,0,0,292
1871,321,2,3,6,2,1,0,2,2,4,2,1,5,5,5,3,1,4,4,5,1,3,5,1,1,0,0,222
2776,813,1,3,6,0,1,2,0,3,2,2,2,5,3,4,5,3,3,2,3,2,3,4,4,0,0,0,292
942,245,2,2,6,2,2,1,0,2,4,2,1,5,4,5,4,4,1,4,3,2,3,4,2,2,0,0,52
443,780,2,0,6,1,3,0,1,3,1,1,2,5,3,5,3,5,3,5,4,1,5,5,5,2,2,2,292
957,273,1,3,6,0,3,0,0,2,1,4,1,5,5,4,5,5,2,1,3,3,3,4,4,2,0,0,292
1865,298,1,0,6,5,1,2,0,3,1,2,1,5,3,4,5,5,1,1,1,1,1,3,1,1,0,0,292
2125,908,1,3,6,0,1,2,1,2,3,4,2,5,4,5,4,4,2,3,4,4,2,3,5,1,0,0,199
1610,360,2,2,6,0,3,2,2,2,2,2,3,5,5,5,3,4,3,4,5,2,4,3,3,1,2,1,244
11,121,0,2,6,2,0,2,0,2,2,3,2,4,2,4,2,4,3,2,4,2,4,2,3,3,0,0,292
2559,284,2,3,6,2,1,1,0,2,1,2,1,5,5,5,5,5,1,1,4,1,1,1,1,0,0,0,292
2221,1132,1,3,6,5,2,0,0,3,4,5,4,4,4,4,4,3,4,2,2,2,2,4,4,1,0,0,292
2180,1025,2,2,6,1,3,1,0,3,4,5,1,1,5,4,5,2,4,4,4,1,3,5,5,1,0,0,292
863,70,1,2,6,2,3,2,2,2,4,2,4,4,4,4,4,4,1,3,4,1,4,1,4,2,0,3,292
994,375,2,3,6,5,2,0,1,2,1,2,1,3,3,3,3,3,3,1,1,1,1,3,3,2,0,0,292
1303,996,2,0,0,0,2,2,0,2,2,2,2,5,4,4,4,4,2,2,4,1,4,2,2,2,0,0,292
1176,771,2,0,0,2,1,0,0,3,1,1,1,5,5,5,5,5,1,1,4,1,5,4,1,2,0,0,292
2110,880,2,2,0,0,1,2,1,3,4,1,3,4,4,3,4,2,1,2,4,4,4,1,4,1,0,0,292
2153,948,1,3,0,1,3,1,0,3,2,3,3,5,4,5,5,3,1,3,3,1,1,4,3,1,0,0,292
2140,932,2,2,0,0,1,2,2,2,1,1,3,5,4,5,4,4,2,2,5,3,4,4,4,1,0,0,292
2859,963,2,0,0,0,0,2,0,2,1,2,3,5,5,4,4,5,2,4,4,3,2,4,4,0,0,0,292
3101,1505,1,0,0,0,1,2,0,3,4,4,3,4,5,5,5,3,3,4,3,3,5,3,4,0,0,0,292
1924,451,1,1,0,1,1,0,0,2,4,5,3,5,5,5,4,4,3,1,4,2,2,5,5,1,0,0,292
1242,895,2,3,0,3,3,0,0,1,2,4,3,4,5,5,5,1,4,3,5,4,4,4,5,2,0,0,292
2545,251,1,3,0,1,1,2,0,3,1,1,1,5,5,5,5,5,1,3,3,4,4,5,1,0,0,0,292
1468,1384,1,2,0,4,2,1,0,2,3,2,1,4,2,4,2,2,1,1,1,1,1,4,4,2,0,0,292
44,359,2,2,0,0,3,0,0,2,5,1,4,4,1,3,4,5,1,1,1,1,4,4,4,3,0,1,292
2165,977,2,3,0,5,3,1,0,3,4,5,2,5,5,5,5,4,2,1,1,1,1,4,4,1,0,0,292
2841,926,1,3,0,1,0,2,0,2,4,4,1,4,4,4,2,4,4,1,2,4,4,2,2,0,0,0,292
2164,975,1,2,0,1,2,2,1,2,2,2,2,5,4,5,3,5,2,3,4,2,4,3,4,1,0,0,292
940,242,1,0,0,1,2,1,1,2,2,2,2,5,4,4,4,3,3,2,4,2,3,3,2,2,0,0,292
2932,1131,1,2,0,0,1,0,0,2,2,1,1,5,4,5,5,5,1,1,3,1,2,4,3,0,0,0,292
1261,924,2,0,0,0,1,2,1,2,1,1,3,5,5,5,5,5,1,4,5,3,5,5,5,2,0,0,292
725,1089,2,2,0,1,3,1,3,2,1,2,1,5,1,4,4,5,1,3,2,1,3,3,4,2,1,3,292
2270,1261,2,3,0,1,3,0,1,2,1,3,2,4,3,4,4,2,1,3,4,4,4,3,2,1,0,0,292
2284,1286,1,2,0,3,0,2,0,2,1,1,1,5,4,5,3,4,1,3,4,1,5,4,4,1,0,0,292
1269,934,1,3,0,2,3,1,0,2,2,5,2,5,5,5,5,1,5,1,1,1,1,5,3,2,0,0,292
954,265,2,3,0,2,3,1,0,2,3,2,3,4,2,4,4,3,1,3,1,1,4,1,4,2,0,0,292
1340,1110,1,3,0,1,3,1,0,2,3,5,3,4,4,4,5,4,3,1,3,1,2,3,2,2,0,0,292
2878,999,2,0,0,0,0,2,0,1,4,2,4,4,3,5,3,4,3,3,4,3,4,4,3,0,0,0,292
709,984,1,3,0,5,2,1,2,1,2,2,2,5,4,4,4,4,2,2,4,3,2,4,3,2,1,0,292
1245,900,1,0,0,1,2,1,0,2,1,2,1,4,2,4,2,4,2,1,4,1,4,2,3,2,0,0,40
2968,1210,2,0,0,0,1,2,1,1,4,4,3,4,4,4,5,1,4,2,3,3,3,3,4,0,0,0,292
981,339,1,3,0,1,2,1,0,1,1,5,3,5,2,5,4,5,2,4,2,1,1,2,5,2,0,0,292
2595,368,1,2,0,1,1,2,2,2,3,2,3,5,4,5,4,4,1,4,4,3,4,1,5,0,0,0,292
2116,897,2,0,0,0,3,0,0,2,2,3,3,4,4,4,4,4,2,2,2,3,3,4,4,1,0,0,292
575,343,2,2,0,0,3,1,2,2,1,3,1,4,3,3,4,4,1,1,1,1,1,4,4,2,1,2,292
1308,1008,2,2,0,1,3,0,1,1,1,4,1,5,5,5,4,2,4,2,4,1,1,4,3,2,0,0,278
2916,1097,1,3,0,0,1,0,0,2,1,3,2,5,4,5,5,4,2,3,5,4,3,4,2,0,0,0,120
1268,933,2,3,0,3,2,0,2,2,1,1,1,5,5,5,3,5,5,2,3,1,5,5,3,2,0,0,292
1859,282,2,0,0,0,3,2,0,3,2,1,2,5,2,5,4,5,1,4,3,3,5,1,3,1,0,0,292
572,318,1,3,0,1,3,1,2,1,2,2,1,4,5,5,4,4,2,3,4,4,3,4,2,2,1,2,292
1706,953,1,1,0,5,2,1,3,3,1,3,1,5,5,4,5,4,2,2,4,3,4,4,3,1,1,1,292
1901,411,1,3,0,2,2,1,0,2,3,4,1,4,4,4,2,2,1,1,3,1,1,1,1,1,0,0,292
3065,1441,2,0,0,0,1,2,0,2,1,1,3,5,2,5,5,5,1,4,2,3,2,4,5,0,0,0,292
785,1336,2,3,0,5,2,0,2,2,1,1,1,5,5,5,5,5,1,1,5,5,5,5,1,2,1,1,292
2161,974,1,0,0,1,1,2,1,3,4,3,1,4,4,4,2,3,3,1,3,1,4,4,3,1,0,0,292
2584,342,2,3,0,5,0,0,0,3,1,2,1,2,3,2,2,4,3,4,4,4,4,3,3,0,0,0,292
1265,928,1,2,0,0,2,1,0,2,3,3,2,4,4,4,4,4,3,3,4,4,4,3,3,2,0,0,292
2696,635,1,2,0,3,3,0,1,3,1,1,2,4,4,4,3,4,1,3,1,1,4,4,4,0,0,0,143
1855,276,1,0,0,0,0,2,0,2,1,3,3,5,4,5,5,5,2,3,3,3,3,3,4,1,0,0,292
2837,916,1,2,0,4,3,1,2,2,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,0,0,0,292
1413,1266,1,2,0,1,1,0,0,2,1,2,5,5,5,5,5,5,1,4,5,4,4,3,3,2,0,0,10
2458,927,2,2,0,1,1,0,1,2,2,1,3,5,3,3,5,4,1,3,3,1,3,5,3,0,1,0,292
1821,186,2,3,0,2,1,2,1,2,1,2,1,4,3,3,2,4,1,2,2,1,2,4,4,1,0,0,292
45,366,2,3,0,0,0,2,0,2,1,4,3,5,5,5,5,5,3,1,3,2,2,5,3,3,0,0,292
2838,917,1,0,0,1,1,2,1,2,1,2,4,4,4,4,4,4,1,3,3,4,4,2,4,0,0,0,292
444,794,1,3,0,0,2,0,2,2,3,4,2,5,5,5,5,2,2,1,3,3,3,4,3,2,2,4,292
3032,1368,1,3,0,0,1,2,1,2,5,4,5,5,5,5,5,1,2,1,1,4,2,4,4,0,0,0,292
748,1203,1,2,0,0,3,0,2,2,1,4,1,4,4,4,5,4,2,1,2,1,2,4,4,2,1,1,292
2815,890,1,2,0,1,2,1,0,2,1,2,1,5,5,5,5,5,1,1,1,1,1,2,1,0,0,0,131
2177,1021,2,0,0,0,3,0,2,2,1,3,3,5,5,5,5,5,1,3,3,3,1,4,3,1,0,0,196
2571,325,2,2,0,3,3,2,1,3,1,1,1,4,2,4,3,4,1,1,1,1,4,3,4,0,0,0,292
189,1244,2,3,0,5,2,2,0,2,3,3,2,4,5,5,5,5,2,2,4,5,5,5,4,3,0,0,220
2392,1516,1,3,0,0,0,2,1,2,3,4,2,3,4,5,2,4,4,1,3,1,4,4,5,1,0,0,169
2114,891,2,2,0,0,3,1,1,2,1,2,4,5,5,4,5,5,4,3,3,3,3,4,4,1,0,0,292
2273,1270,2,3,0,1,2,1,0,2,1,3,4,4,4,4,4,3,3,1,3,3,1,4,3,1,0,0,292
2254,1225,1,2,0,0,3,0,1,2,1,1,2,4,4,4,3,4,3,3,3,3,4,4,3,1,0,0,187
1856,278,2,3,0,0,1,2,0,2,2,5,2,5,5,5,5,5,4,1,1,2,5,5,4,1,0,0,292
2131,922,1,2,0,1,2,1,2,2,1,2,1,5,5,5,4,4,3,1,1,1,1,1,1,1,0,2,292
1858,280,1,0,0,0,2,1,1,3,1,2,1,5,3,5,5,5,1,3,1,1,1,4,5,1,0,0,224
2150,944,2,2,0,0,3,0,2,3,1,2,5,5,5,5,4,4,1,3,1,2,2,3,4,1,0,0,198
1912,429,2,2,0,0,3,1,0,2,1,3,2,4,4,4,3,4,3,2,2,2,3,3,4,1,0,0,292
2191,1052,1,2,0,0,1,0,1,1,2,3,2,4,4,3,4,4,1,2,2,2,3,4,3,1,0,0,292
3035,1380,2,3,0,1,0,2,0,3,1,2,2,5,3,2,5,5,2,1,4,1,2,3,3,0,0,0,111
2884,1015,1,2,0,0,1,2,0,3,2,4,2,5,4,3,4,4,1,1,1,2,2,4,5,0,0,0,292
2156,966,2,2,0,1,3,0,0,3,1,3,1,4,4,3,4,5,1,3,1,1,4,4,5,1,0,0,292
1336,1105,2,3,0,0,1,2,3,1,2,4,1,5,4,5,3,3,4,3,5,5,3,4,1,2,0,3,292
2261,1232,1,3,0,0,2,1,0,3,3,5,1,5,5,5,5,3,3,1,3,1,4,4,3,1,0,0,186
1891,384,1,2,0,0,0,0,0,2,2,3,2,3,4,4,3,4,3,1,2,1,3,3,3,1,0,0,292
1906,422,1,3,0,4,3,0,1,3,2,4,2,5,5,5,5,4,3,2,2,2,3,3,3,1,0,0,219
1117,667,1,0,0,0,3,2,0,2,2,1,3,5,5,5,3,2,3,4,4,3,3,4,3,2,0,0,12
171,1143,2,3,0,0,3,0,0,3,2,2,3,5,5,5,4,4,4,4,4,2,1,3,1,3,0,0,292
2842,930,2,0,0,0,1,1,2,3,1,3,3,5,5,5,5,2,2,3,4,2,4,3,4,0,0,0,292
2549,258,1,3,0,0,0,2,0,2,2,5,3,5,5,5,5,5,1,1,1,3,1,3,1,0,0,0,154
2117,898,1,2,0,2,1,1,2,2,1,2,1,5,3,4,5,5,1,2,2,1,2,4,4,1,0,0,292
1854,270,1,0,0,1,3,2,1,2,1,1,1,2,2,4,4,4,1,3,1,1,2,4,4,1,0,0,292
3014,1332,2,0,0,0,0,2,1,2,4,3,1,5,5,5,4,2,4,1,1,3,4,4,4,0,0,0,292
783,1324,2,3,0,1,1,2,2,3,1,1,1,5,5,5,5,2,1,1,5,4,2,4,1,2,1,0,292
2523,167,2,1,0,0,1,2,1,3,4,2,3,4,4,5,4,2,4,3,3,3,4,3,4,0,0,0,292
1342,1111,2,3,0,0,1,2,0,2,2,2,2,3,3,4,4,4,1,1,1,1,4,4,4,2,0,0,292
1252,910,2,0,0,2,2,1,0,2,4,4,2,4,4,4,4,4,2,2,2,2,2,4,4,2,0,0,292
140,946,1,1,0,5,2,2,0,3,2,1,2,2,3,3,3,3,1,1,2,2,2,2,3,3,0,0,292
1333,1103,1,3,0,4,3,0,2,2,5,4,5,5,4,4,3,2,2,4,4,5,4,5,1,2,0,1,292
1436,1309,2,0,0,0,2,1,1,2,1,2,2,5,3,5,2,5,2,4,4,3,4,3,5,2,0,0,39
746,1189,2,0,0,0,2,1,2,3,1,3,3,5,4,4,5,5,1,2,4,3,3,4,2,2,1,2,292
2563,305,1,3,0,0,1,2,1,2,2,3,3,5,4,5,5,2,1,4,4,3,3,4,3,0,0,0,153
495,1243,2,3,0,0,2,1,2,2,2,2,4,5,4,4,4,3,2,2,2,3,3,4,2,2,2,3,292
1655,439,2,3,0,1,1,2,3,2,2,2,1,5,4,4,4,3,2,2,5,3,4,3,2,1,1,1,241
236,1525,1,3,0,0,3,2,0,3,4,4,5,4,4,4,5,2,2,3,3,5,3,4,4,3,0,0,292
3063,1437,2,3,0,0,1,2,1,2,1,1,1,4,4,4,4,4,1,1,4,4,1,1,1,0,0,0,292
1895,390,2,2,0,1,3,1,0,2,1,5,3,5,4,5,1,5,1,1,4,3,1,4,1,1,0,0,292
1433,1307,2,3,0,1,3,1,0,2,4,1,3,3,5,4,5,4,1,3,5,3,4,4,4,2,0,0,292
2819,896,2,3,0,1,2,1,0,2,1,2,1,5,5,5,5,4,2,1,2,2,2,3,4,0,0,0,292
2814,889,2,3,0,0,1,1,1,2,1,4,2,5,3,4,3,3,4,2,2,1,4,3,2,0,0,0,292
1899,403,2,3,0,1,1,1,2,2,4,4,1,5,5,5,5,3,2,1,4,1,4,4,4,1,0,3,292
2522,163,1,2,0,1,1,1,2,2,2,4,1,5,5,5,5,3,2,1,4,1,1,4,4,0,0,2,292
